emoji_in,label,backtranslated_tweet
"ini dia, hari terakhir tahun 2021, matahari terbenam terakhir tahun 2021, hari mendung terakhir tahun 2021, jumat lalu tahun 2021, terima kasih tahun 2021, selamat tinggal tahun 2021. nikmati hari terakhir dunia 2021, sampai jumpa di tahun berikutnya, sampai jumpa di sisi lain, tuhan memberkati..!!!",Positif,"Ini adalah hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021, hari terakhir tahun 2021,"
spot khusus babyj ... :face_with_hand_over_mouth: @ harris kelapa gading,Netral,Tempat bayi tertentu ...: wajah_dengan_tangan_atas_ mulut: @harris kelapa gading
bae dah sbl overshinking,Negatif,Aku tidak yakin jika aku terlalu pemalu.
"bertepuk tangan kadang -kadang terkadang menyebabkan tetesan terjadi. 7:37 am sabtu, 27 februari 2021",Netral,"Bertepuk tangan kadang kadang kadang kadang kadang menyebabkan tetesan terjadi. 7:37 am Sabtu, 27 Februari 2021"
"bulan nya terang banget malam ini. tapi kadang yang meliat nya, hatinya sedang tidak seterang bulan malam ini. selamat ber terlalu banyak berpikir ria ya !!",Negatif,"Ini bulan baru saya. Tapi kadang yang meliat nya, hatinya sedang tidak seterang bulan malam ini. selamat ber terlalu banyak berpikir ria ya !!"
"ketika anda sudah memberi tahu teman anda bahwa naksirnya bukan orang yang baik, tetapi dia terus jatuh cinta lagi dan akhirnya terluka lagi.",Negatif,"Ketika kau sudah mengatakan kepada temanmu bahwa Naksirnya bukan Orang Yang Baik, tapi dia terus jatuh cinta lagi dan akhirnya Terluka lagi."
laper bgt gue klingy,Negatif,Aku tidak akan menjadi anak yang baik.
"tangkapan layar aplikasi mediasi yang anda gunakan untuk kecemasan anda, saya ingin tahu apa yang paling banyak digunakan",Netral,Aku ingin tahu apa yang paling banyak digunakan
narsis bgt akuu hahaha dengarkan suda - ardhito pramono (sampul) oleh karina trisha di,Netral,Narcisse sangat hidup.
jalan-jalan pagi ... si abang ama dede seneng banget diaajak jalan2. @ aston sentul lake resort & amp; pusat konferensi,Positif,Jalan-jalan pagi ... si abang ama dede seneng banget diaajak jalan2. @ aston sentul lake resort &amp; amp; pusat konferensi
"baiklah, dia orang asing vit .. mungkin anda harus menyembuhkan diri sendiri, istirahat dan mendapatkan kebahagiaan. oke, saya akan melakukannya.",Positif,"Dia orang asing, jadi mungkin kau harus membersihkan dirimu, beristirahat dan bahagia."
"sebenarnya bukan hanya prinsip, tetapi bagaimana kita melepaskan",Netral,"Sebenarnya, ini bukan hanya prinsip, tapi bagaimana kita membiarkannya pergi?"
kami telah memenangkan ganda bahkan sebelum musim dimulai :face_holding_back_tears:,Positif,Kami telah memenangkan beberapa bahkan sebelum musim dimulai.
gmn sih caranya ngilangin overhinking sama halu ga jelass :slightly_smiling_face:,Negatif,Bagaimana aku bisa menyingkirkan berpikir berlebihan seperti ini?
apalagi sebelum kesini lagi ada masalah sm mas crush yang brujung kacau parah,Negatif,"Selain itu, sebelum aku datang ke sini lagi, ada masalah."
bang fiersa aja sampe kewalahan apalagi kita yang tiap hari terlalu berpikir dibuatnya!? !!?,Negatif,Bang fiersa aja sampai kewalahan terutama kita yang setiap hari juga berpikir madenya!? !!?
2021 masih overinking aja huft,Negatif,2021 masih terlalu banyak tinta aja huft
tutorial hidup ga fomo **** kak,Netral,Ini adalah tutorial
pernahkah anda sangat merindukan seseorang sehingga pikiran mereka membuat anda menangis?,Negatif,Pernahkah kau benar-benar membutuhkan seseorang begitu banyak sehingga pikiran mereka membuatmu menangis?
"""bagian dari penyembuhan adalah menghadapi trauma yang telah anda alami.""",Netral,"""Sebagian dari rasa sakit adalah berurusan dengan trauma yang telah terjadi pada Anda""."
"ketika km dimintain tolong bantu ngelengkapin pendataan non asn, tp km sendiri gak masuk kriteria. jd inget jaman skripsweetan dimintain tolong ngeditin video sidang temen, pdhl sendirinya masi jungkir balik revisi. agak nyesek yaa bestie tp ikut senengger wkwkwk",Negatif,"Ketika saya diminta untuk membantu saya mengikuti pendataan non asn, tp km sendiri tidak masuk ke kriteria. jd ingat jaman skripsweetan diminta untuk mengedit di video sidang temen, pdhl sendirinya masi jungkir balik revisi. agak nyesek yaa best tp ikut senengger wkwkwk"
jadi orang eksklusif buat tau big secret orang2 tuh gak se-exclusive itu .. jujurly beban tau .. :face_with_crossed-out_eyes:,Negatif,Jadi jeruk adalah eksklusif untuk Anda orang-orang rahasia besar tidak eksklusif untuk Anda jujur saya penggemar besar Anda
orang orang tuh makin kesini kayak makin fomo gitu sih kalo ada konser kpop. idk mengapa ... jadi makin barbar sama mulut sama atitudenya makin gak kesaring.,Negatif,Orang orang tu membuatnya kayak di sini membuatnya seperti itu jika ada konser kpop.
"gua selalu di nasehatin sama orang yang udah lama nikah, dan ga jauh jauh. intinya kalo mau nikah jangan buru buru. oke pria sampai sekarang saya tidak pernah berpikir untuk menikah. saya menikmati hidup saya, bahkan kadang -kadang sengsara dan sukacita dalam waktu yang bersamaan",Negatif,"Aku selalu di desa dengan yang tertua, dan aku tidak jauh."
suasana swing iki ra ngerti nek aku sesok sibuk po ya.,Negatif,Aku tidak terlalu sibuk.
"bro u perlu dinginkan sedikit lagi, selalu ada sesuatu yang dapat anda ambil untuk membuat anda lebih baik. bersyukur.",Positif,"Kau harus melakukan lebih banyak, ada sesuatu yang bisa kau lakukan untuk membuatmu lebih baik."
lama lama beutt ga nonton drama semi thriller. pas di kasi reen judul jadi otw lah ku unduh. baru di ep 8 alias pertengahan ku ragu lanjut apa kagak. sebenarnya menurut saya agak dikit horor yah apalagi nyangkut masalah kejiwaan anti sosial dan lain sebagiinya,Negatif,Lama Lama Beutt ga menonton drama semi thriller. Pas di kasi kembali judulnya jadi itu lah ku unduh. baru di ep 8 alias pertengahan ku ragu lanjut apa kagak. sebenarnya menurut saya sedikit horor yah apalagi nyangkut masalah kejiwaan anti sosial dan lain sebagiinya
"beragam produk unggulan dan huburan bakal ramaikan , 05-06/05/2022, di alumni paguyuban sma negeri 1 (mg) bakal mergelar wisata belanja eh-iheh khas purworejo, dalam bahkan bertajuk belanja produk (beduk) purworejo.",Netral,Fase pertama dari program ini akan menjadi pengembangan program baru untuk pengembangan Sekolah Ekonomi dan Ilmu Sosial Eropa.
"lemes bestie, buka puasa masih sejam lebih lagi.",Negatif,"Lemes, aku akan berpuasa satu jam lagi."
gimana cara ngatasin mood swing? gaenak bgt. jadi suka marah gajelas,Negatif,Bagaimana kau bisa membuat suasana hati?
untuk masa depan akan lebih tertutup tentang apa pun nanti,Netral,Untuk masa depan aku akan lebih tertutup tentang apa lagi
penyembuhan terbaik disaat ppkm gini itu turur kl ngga ya nonton film,Positif,Ini adalah waktu terbaik untuk menonton film
tanggung jawab tidak hanya tentang pengetahuan tetapi juga untuk menyediakan lingkungan yang tepat yang dapat kita tinggalkan sebagai warisan bagi generasi berikutnya. point of life @ kaliuda gallery,Positif,Tanggung jawab bukan hanya tentang pengetahuan tetapi juga untuk menyediakan lingkungan yang tepat yang dapat kita tinggalkan sebagai warisan kepada generasi berikutnya. titik hidup @ kaliuda gallery
emang paling bener jangan kepo akan suatu hal. hari ini saus karena berhasil tau seperti apa wajah fluxcup aslinya :relieved_face:,Negatif,Ini adalah cara terbaik untuk melihat dunia dengan baik.
tidur aja dah. capek overhinking terus,Negatif,Aku lelah memikirkan terlalu banyak
sejujurnya??,Netral,Apa yang terjadi?
mimpi hutan mana foto favoritmu? 1 atau 2,Netral,Aku tidak yakin apa yang aku pikirkan.
"ternyata bener, banyak orang yang kepo tapi gabanyak orang suka:raising_hands_medium-light_skin_tone:",Negatif,"Ternyata itu benar, banyak orang yang kepo tapi banyak orang suka: mengangkat_tangan_berwarna ringan_kulit_tone:"
"akhirnya, setelah bertahun -tahun mengalami inferioritas, jaksel dapat mengklaim bahwa mereka telah mencocokkan apa pun yang dilemparkan bali pada mereka di dunia burger. ini sebagus yang mereka katakan, tapi tidak lebih baik dari jaksel yang terbaik",Positif,"Akhirnya, setelah bertahun-tahun mengalami inferioritas, Jaksel dapat mengklaim bahwa mereka telah memasak sampai apa pun masalahnya."
"orang jkt gak kapok2 ya macet sampai belasan jam dari puncak, bukanyae healing malah pusing, uyuhan :person_facepalming:‍",Negatif,Aku tidak akan berhenti sampai aku sampai di puncak gunung.
sekarang aku males angkat telpon .. kalo direktur yg telpon baru tak angkat :squinting_face_with_tongue: penting ya wa aja .. aku masih males maslaah kerjaan .. jadi apapun,Negatif,Sekarang aku mengambil telepon .. jika sutradara adalah telepon hanya tidak mengambilnya: menggerutu wajah dengan lidah:
"sebenarnya aku menangis ketika kamu bertanya padaku, ""apakah kamu baik -baik saja?"" kesedihannya adalah anda tidak pernah mengetahuinya.",Negatif,"Sebenarnya, aku menangis ketika kau bertanya, ""Apakah kau baik-baik saja?"" Masalahnya adalah kau tidak pernah memiliki masalah."
"duet self healing terbaik adalah bendino nyekel, kehilangan itu. ra enek seng ngelorohi.",Positif,"Duet penyembuhan diri terbaik adalah Bendino Nyekel, kehilangan."
"di mana pun gw berada, makankan morane seeen apaapun penyembuhan makanan-nya nasi padang yang bungusnya pake kertas coklat",Netral,Aku tidak yakin apakah aku akan makan apa-apa. Aku akan makan cokelat.
"knp berat bgt ya, secara harfiah 3 tahun plot twist nya ga kelar kelar, cape banget yaallah, mo nyerah tp gaboleh",Negatif,Aku bukan penggemar besar acara ini.
abis ngeliat keanu sama erica deeptalk ya ampun ternyata si keanu dewasa bangetttttt :smiling_face_with_tear:,Netral,"Maaf, tapi aku tidak yakin aku sudah dewasa."
kamu memberi begitu banyak rasa sakit bahkan pada hari terakhir ini aku merasa di terburukku,Negatif,Kau memberikan begitu banyak rasa sakit bahkan pada hari terakhir aku merasa di terburukku
"segera kita akan berusia 30 tahun, lagu -lagu kami telah terjual kami telah berkeliling dunia dan kami masih berkeliaran segera kita berusia 30 tahun suatu kali, saya berusia 7 tahun :upside-down_face:",Netral,"Segera kita akan berusia 30 tahun, lagu -lagu kami memiliki terjual kami memiliki berkeliling dunia dan kami masih berkeliaran segera kita akan berusia 30 tahun suatu kali, saya berusia 7 tahun: terbalik_wajah:"
"dari semua yang terlalu banyak berpikir yg kamu pikirkan entah itu tentang pekerjaan, piliihan atuu kesupan. skenario terburuknya cuma ada di benak kamu sendiri kan? dan dari semua yg kamu kwatirin emang semua terjadi? ga kan? karna saat kita overingking, kita itu sibuk nyiptain skenario negatif.",Netral,"Dari semua hal yang kau pikirkan, aku pikir itu tentang pekerjaan, tapi aku tidak yakin skenario terburuk hanya ada di kepalamu."
anjg ada pejabat narsis bangsad wkwkwkwkkw,Negatif,Aku bukan perawat.
"tips biar ngga stress ****? ini berat baja sampek turun banyak gara ""overhinking muluu :loudly_crying_face::pleading_face:",Negatif,"Aku tidak akan stres, aku akan berpikir berlebihan."
"dan tidak ada yang bertahan selamanya untuk semua hari yang baik itu benar -benar lebih baik untuk menyelamatkan anda pasti adalah musim yang telah membuat kami keluar dari lineonce, saya berdiri jadi saya mencari tanda tangan yang ditandatangani dengan tujuh kali lipat dari tujuh kali lipat: //t.co /66ch7ngqyr",Netral,"Dan tidak ada yang akan bertahan selamanya selama semua hari yang baik itu benar-benar lebih baik untuk menyelamatkan Anda itu pasti musim yang telah membuat kita keluar dari garis sekali, saya berdiri jadi saya mencari tanda tangan yang ditandatangani dengan tujuh kali tujuh kali: //t.co /66ch7ngqyr"
seseoran suka kepo sma kehidupan org lain tanya apa ya? :thinking_face: ..,Netral,"Jika Anda menyukai hidup Anda, tanyakan pada diri sendiri, ""Apa yang terjadi?"""
"aku ga suuka y sama kalimat 'yauda terserah kamu'?!?!?!?? memberitahu saya apa yang harus dilakukan pria, bahkan saya tidak melakukannya tetapi saya suka bagaimana suaranya",Negatif,"Aku ga suuka y sama kalimat 'yauda terserah kamu'?!?!???? katakan padaku apa yang harus dilakukan pria, bahkan aku tidak melakukannya tapi aku suka bagaimana bangun"
"ku ingin tidur, pliss jangan yang terlalu banyak berpikir atau mimpi buruk lagi: (((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((,",Negatif,"Aku ingin tidur, tolong jangan terlalu banyak berpikir atau mimpi buruk lagi:"
"h-2 libur lebaran, bisa pulu gasik. mode penyembuhan pada: netfix an sampe adzan maghrib. makasih indihome sekarang akuus bisa puas netfix an di rumah, tagihan jadi satu per bulan. anti ribet dah pokoknya.",Positif,"H-2 Lib Lebaran, Bisa pulu gasik. mode penyembuhan pada: netfix an sampe adzan maghrib. terima kasih indihome sekarang akuus bisa puas netfix an di rumah, tagihan jadi satu per bulan. anti ribet dah pokoknya."
"banget gue memang yang melekat, gampang kangenan. gue ga yg kangen bt gitu sih, kangen jg yg yaudah ngerti dia lagi ngapain. kangen yg cuma kangen doang dan bisa nunggu lalu kalo orgnya nongol gue tinggal ""huaaa kangennn !!!"" gitu.",Netral,"Aku hanya melewatkan doa dan bisa menunggu sampai hari berikutnya. Aku hanya akan tinggal ""Hoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo"
"nemenin orang healing .. sabarnya dapet, sakitnya dapet banget:relieved_face:",Negatif,Aku tidak akan lebih baik lagi.
"bergumam, bersenandung, dan ngeworship tiba2 apalagi pas sepi sarik nangis adalah penyembuhan yang sangat mendalam dan pertemuan yg luar biasa bgt ke tuhan.",Positif,"Bergumam, bersenandung, dan beribadah tiba2 terutama pas sepi sarik menangis adalah penyembuhan yang sangat mendalam dan pertemuan yang luar biasa bgt ke Tuhan."
persetan dengan orang -orang dan orang -orang yang tidak berbau seperti trump tidak pernah melupakan apa yang dia lakukan dengan amerika dan di seluruh dunia memilih amerika yang lebih baik memilih demokratis sepanjang jalan,Negatif,Persetan dengan orang-orang dan orang-orang yang tidak berbicara seperti Trump tidak pernah lupa apa yang dia lakukan dengan Amerika dan seluruh dunia memilih Amerika yang lebih baik memilih Demokrat sepanjang jalan
kemanapun kamu pergi apapun yang anda lakukan saya akan di sini menunggu untuk anda apa pun yang diperlukan atau bagaimana hatiku hancur saya akan di sini menunggu untuk anda,Positif,Ke mana pun kau pergi apapun yang kau lakukan Aku akan di sini menunggu Anda apa pun yang diperlukan atau bagaimana Anda membenci saya Aku akan di sini menunggu Anda
lagu tema gulat favorit saya (utas) sejauh ini tema terbaik yang pernah saya dengar lagu temanya saat ini tidak buruk mengingat dia berasal dari skotlandia sehingga mereka memberikan sentuhan skotlandia di atasnya. tapi saya lebih suka yang ini. tanpa keraguan.,Positif,Ini lagu tema terbaik yang pernah saya dengar. Tidak buruk untuk mengingat bahwa itu dari Skotlandia sehingga mereka memberikan perasaan Skotlandia di puncak.
"ada yang baru nih di saluran youtube uciesucita penasaran kan cuss kepo, dalam video selengkapnya yahh di youtube @ mallibdut/mymusicords @ mallabdut .ciersmalang @ mallabdut .",Netral,"Ada yang baru di saluran youtube uciesucita penasaran bisa cuss kepo, di video selengkapnya yahh di youtube @mallibdut/mymusicords @mallabdut .ciersmalang @mallabdut ."
berikan apapun yang tersisa untuk saya berikan,Netral,Berikan aku apa yang tersisa untuk aku berikan
"kisah pagi ini dan satu pesan, lakukan apa pun yang membuat kita bahagia tanpa melukai orang lain dan melakukannya dengan cara yang baik dan benar. #..... @ lamongan",Positif,"Cerita pagi ini dan satu pesan, lakukan apa pun yang membuat kita bahagia tanpa menyakiti orang lain dan lakukan dengan cara yang baik dan benar."
"saya: bersiap untuk berkumpul. semoga kita semua bersenang -senang, dikelilingi oleh orang -orang baik dan diberkati dalam setiap langkah yang kita ambil. anda: menatap foto saya saat saya bertelanjang dada. berbagi itu peduli ~",Positif,"Aku siap untuk bertemu, semoga kita semua bersenang-senang, semoga kita dikelilingi orang-orang."
