emoji_in,label,backtranslated_tweet
selamat pagi sobat berprestasi. ngopi pagi seminggu sekali akan di temenin kepala biro yang ada di universitas igm. pagi ini kenalan bareng biro merdeka belajar kampus mederka yuk? yang masih kepo program dengan mbkm simak tuntas ceritanya di,Netral,"Selamat pagi para pejuang prestasi. Seminggu sekali ngopi pagi ditemani oleh kepala biro di IGM University. Pagi ini yuk kenalan sama Biro Merdeka Kampus Merdeka, yuk. Yang masih penasaran dengan program MBKM, baca selengkapnya di"
"tbh, saya malu ketika ini terpapar karena saya menganggap diri saya sebagai seorang maaf saya bukan darah murni atau setengah darah atau darah lumpur atau apa pun yang disebutkan! seperti muggle l:cherry_blossom:vers wemoon moonweve wevemoon luar biasa begitu banyak nama hanya untuk band yang saya stan! n ini adalah kand saya pertama saya stan!",Positif,sejujurnya aku malu waktu ini keluar karena aku menganggap diriku maaf aku bukan darah murni atau darah campuran atau darah lumpur atau apalah namanya! seperti muggle l:cherry_blossom:vers wemoon moonweve wevemoon keren banyak sekali nama hanya untuk band yang aku dukung! dan ini kan pertamaku dan aku dukung!
bagian terbaik saat anda menemukan tempat tersembunyi untuk penyembuhan.,Positif,bagian terbaiknya adalah ketika Anda menemukan tempat tersembunyi untuk penyembuhan.
"mereka kan niatnya hilling/menimbun (emosi) bukan healing emosi, mkananya kebablasan jadinya sinting.",Negatif,"Tujuan mereka adalah untuk menumpuk/menimbun (emosi) bukan untuk menyembuhkan emosi, yang berarti mereka bertindak terlalu jauh dan mereka menjadi gila."
santuy family saya @ solaria q-mall,Netral,keluarga santuy saya di solaria q-mall
"penyembuhan liburan ke anyer aja, aman nyaman murah, pemandangan alam pantai dan wiskulnya jg mantap, yuk ke",Positif,"liburan penyembuhan ke anyer, aman, nyaman, murah, pemandangan pantai alam dan kulinernya juga mantap, yuk"
memikirkan bakpia bakpia tugu yang terlalu banyak berpikir,Netral,mikirin bakpia bakpia tugu siapa yang mikir banyak
staycation alhamdulillah !!,Positif,staycation alhamdulillah!!
biasa aja. ini gw td hbs ngeliat instastories mas naksir pdahal kagak se followan lagi hehe,Netral,"Sama aja sih. Baru liat instastory abang, padahal udah gak follow lagi hehe"
tumben banget jadi overhinking lagi,Negatif,Aku benar-benar berpikir berlebihan lagi
dan sebelum ada secara harfiah di seberang jalan,Netral,dan sebelum itu benar-benar di seberang jalan
"ya ampun, ini adalah pertama kalinya saya mendengar berita sedih dari btob. biasanya beritanya tentang pengirim dan bahkan berita lucu inilah mengapa berita sedih tentang narkoba lagi jadi ya pilihan p ilhoon adalah meninggalkan grup atau kekosongan dari dunia hiburan",Negatif,"Ya ampun ini pertama kalinya aku mendengar berita sedih dari BTOB. Biasanya beritanya tentang shipper dan bahkan berita lucu, makanya berita sedih tentang narkoba lagi, jadi ya pilihan P Ilhoon adalah meninggalkan grup atau hiatus dari dunia hiburan."
"saya merasa badanya besar ... sendirinya kurang nyaman juta kl bonceng. aplg dpt model motor lebar atuu motor laki kl lg gak pake motor sndr, lbh lebih suka naik taxol. tau rasananya motor bawa beban berat tu gak enak gimana dan mahalnya biaya yg musti kluar. itu aja sih",Negatif,"Saya merasa badan saya besar...tidak nyaman untuk dibonceng. Apalagi kalau motor saya besar atau motor laki-laki, padahal saya tidak pakai motor sendiri, saya lebih suka naik Taxol. Saya tahu bagaimana rasanya membawa beban berat di motor dan biayanya mahal. Itu saja."
"kehilangan kepercayaan diri bahkan jangan mempercayai orang, sulit untuk mempercayai saya sendiri",Negatif,"kehilangan rasa percaya diri, bahkan tidak percaya pada orang lain, sulit percaya pada diri sendiri"
"pelajaran terbesar yang saya pelajari tahun ini adalah tidak memaksakan apa pun; percakapan, persahabatan, hubungan, perhatian, cinta. apa pun yang dipaksakan tidak layak diperjuangkan. aliran apa pun mengalir, apa pun crash macet. itu adalah apa adanya.",Positif,"Pelajaran terbesar yang saya pelajari tahun ini adalah untuk tidak memaksakan apa pun; percakapan, persahabatan, hubungan, perhatian, cinta. Apa pun yang dipaksakan tidak layak diperjuangkan. Apa pun mengalir, apa pun akan hancur, begitulah adanya."
ah katan aku ga puas sama diri aku sendiri apalagi pas uda kena omel hmm overfinking sama down nya lumayan menguras,Negatif,"Ah, sudah kubilang aku kurang puas dengan diriku sendiri, apalagi kalau dimarahi, hmm, mikir keras dan terpuruk itu menguras tenaga."
tiba tiba kangen tiba tiba terlalu banyak berpikir. tau ah cape: ((,Negatif,tiba-tiba kangen tiba-tiba kepikiran banyak banget. Gue tau gue capek :((
"ini tidak adil. orang indonesia yang memasuki ph tidak dikenakan hal ini meskipun indonesia adalah di asia tenggara dalam kasus aktif dan kematian. itu tidak bagus, tetangga.",Negatif,"ini tidak adil. orang indonesia yang masuk ph tidak kena ini padahal indonesia termasuk asia tenggara dalam kasus aktif dan kematian. itu tidak baik, tetangga."
jakarta revengers! atsumaru! @ niku niku,Netral,pembalas jakarta! atsumaru! @niku niku
"kompas batin. - batin anda mengetahui satu -satunya kompas anda. ikuti. bali, indonesia tersedia di untuk 0,096 eth",Netral,"kompas batin. - Diri batin Anda mengetahui satu-satunya kompas Anda. ikuti. bali, indonesia tersedia di untuk 0,096 eth"
"_an optimist adalah orang yang melihat lampu hijau di mana -mana, sementara pesimis hanya melihat lampu merah.",Netral,"Seorang yang optimis adalah seseorang yang melihat lampu hijau di mana-mana, sedangkan seorang yang pesimis hanya melihat lampu merah."
"31 desember 2020, waw tidak menyangka bisa survive di 2020. terima kasih kepada semua pihak yang udah jadi sistem dukungan sistem saat aku atas dan bawah. semoga 2021 lebih baik:dizzy::dizzy:",Positif,"31 Desember 2020, wow gak nyangka bisa bertahan di tahun 2020. Makasih buat semua yang udah jadi support system di kala aku jatuh bangun. Semoga 2021 lebih baik :dizzy::dizzy:"
"oke resolusi tahun ini bisa nginep dan staycation di pondok merapi selo boyolali, trus akhir tahun dibali :smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands:",Positif,"oke resolusi tahun ini adalah bermalam dan staycation di Pondok Merapi Selo Boyolali, trus tutup tahun di Bali :smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands:"
terkadang prosesnya terlalu lama sementara outputnya tidak menyenangkan,Negatif,terkadang prosesnya memakan waktu lama sedangkan outputnya tidak memuaskan
"penyaluran bantuan obat2an & amp; pakaan kepada korban banjir bersama tim trauma penyembuhan univ lambung mangkurat dan kagama di desa gudang tengah, sungai tabuk kalsel, terimakasih kpd para donatur yg sudah memoga, semoga bermafaat :folded_hands::folded_hands::folded_hands: .1976",Positif,"penyaluran bantuan medis &amp; sembako kepada korban banjir bersama tim trauma healing Universitas Lambung Mangkurat dan Kagama di Desa Gudang Tengah, Sungai Tabuk, Kalimantan Selatan, terima kasih kepada para donatur yang telah memberikan donasinya, semoga bermanfaat :folded_hands::folded_hands::folded_hands: .1976"
"aku lg di bandung, staycation.disini pembatasan total, cafe2 & amp; tempat makan udah tutup dr jam7 :)",Netral,"Saya di Bandung, sedang berlibur. Ada pembatasan total di sini, kafe &amp; restoran telah tutup sejak jam 7 pagi :)"
((memanifestasikan hal -hal seperti ini terjadi dalam hidup saya)),Positif,((mewujudkan hal-hal seperti ini terjadi dalam hidupku))
bhahahaha bau tanah kan lu spill hate trus sih,Negatif,"bhahahaha baunya seperti tanah, kamu membencinya dan itu tumpah"
"ya masa nunggu jadi almarhum dulu baru setuju? keburu telat bestie ... @ ungaran, jawa tengah, indonesia",Negatif,"Ya, tunggu sampai kamu meninggal dulu baru setuju? Sahabatku terlambat... @ Ungaran, Jawa Tengah, Indonesia"
saya bahkan tidak tahu bagaimana mengekspresikan perasaan saya sekarang. menyedihkan bukan ??? :pensive_face:,Negatif,Aku bahkan tidak tahu bagaimana cara mengungkapkan perasaanku saat ini. Menyedihkan bukan??? :pensive_face:
bawa kembali yang ini ~ untuk yang disebut kritikus yang suka mengeluh setiap hal kecil yang bahkan sepele ~,Netral,bawakan ini kembali ~ untuk para kritikus yang suka mengeluh tentang setiap hal kecil bahkan yang paling sepele ~
"jujurly, kecewa. tapi, yaudah. gpp!",Negatif,"Jujur saja, kecewa. Tapi, oke. Tidak masalah!"
sebenarnya semuanya akan menjadi yaudahlah,Negatif,sebenarnya semuanya akan baik-baik saja
"inilah hidupku dan sekarang atau tidak sama sekali saya tidak akan hidup selamanya saya hanya ingin hidup saat saya masih hidup inilah hidupku hatiku seperti jalan raya terbuka seperti frankie berkata, ""saya melakukannya dengan cara saya"" saya hanya ingin hidup saat saya masih hidup karena itu hidupku",Netral,"ini hidupku dan sekarang atau tidak sama sekali aku tidak akan hidup selamanya aku hanya ingin hidup selagi aku hidup ini hidupku hatiku seperti jalan raya terbuka seperti kata frankie, &quot;aku melakukannya dengan caraku&quot; aku hanya ingin hidup selagi aku hidup karena itulah hidupku"
pengayom masyarakat kok hobinya gaslighting huvg,Negatif,"pelindung masyarakat, tapi hobinya adalah gaslighting huvg"
swing mood tiba2 banget :loudly_crying_face:,Negatif,perubahan suasana hati yang sangat tiba-tiba :loudly_crying_face:
hati-hati pemborosan uang berkedok healing. jangan sampai dan makin sangan jiwa-raga-arta hanya karena mengikuti,Positif,hati-hati menghambur-hamburkan uang dengan kedok penyembuhan. jangan sampai terjadi dan makin menjadi harta badan-jiwa hanya karena ikut-ikutan
"tarif won rendah bisa di dapat di mana ya nderr ... tumpahkan **** kalo tau, aku co pakek bca tingkat tinggi bgt .. pernah kenak 12.00 juta:sleepy_face:",Negatif,"dimana bisa dapat nilai won rendah bro...bilang aja kalo tau, saya pake BCA level tinggi banget...dulu pernah punya 12,00jt:sleepy_face:"
"penyembuhan ternyaman adalah berada dirumah alm bapak, sumilir angin dan dedaunan yg bergoyang.",Positif,"Penyembuhan yang paling nyaman adalah berada di rumah mendiang ayah saya, menikmati semilir angin dan dedaunan yang bergoyang."
pengen kayak mamak .. gak tukang kepo .. :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: anaknya sndiri aja gak pernah keproin dia apalagi orang lain .. :flushed_face::flushed_face::flushed_face:,Positif,"Aku ingin seperti ibuku.. bukan orang yang usil.. :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: anaknya sendiri tidak pernah mengganggunya, apalagi orang lain.. :flushed_face::flushed_face::flushed_face:"
"setengah modar healing kesini demi mewaraskan otak yg terlalu capek berkubang pada segala sesuatu tentang dia, malah ketemu salah satu adeknya, yang paling mirip, di sebuah cafe yg acak banget di kota gunung sitoli dekat taman ya'ahowu. cara tuhan becanda mulai ga asik",Negatif,"setengah tidur penyembuhan di sini untuk mensanitasi otak yang terlalu lelah berkubang dalam segala hal tentangnya, malah bertemu dengan salah satu adiknya, yang paling mirip, di sebuah kafe yang sangat acak di kota Gunung Sitoli dekat taman Ya&#39;ahowu. Cara Tuhan bercanda mulai membosankan"
dulu punya ab di tutup rapate. skrg bangga bener abis ngentor spall spill aib di umbar umbar jiah hahaha,Negatif,Dulu aku punya ab dan ditutup rapat. Sekarang aku bangga banget setelah menghentikan tumpahan aib di Umbar Umbar Jiah hahaha
"katakan padaku, bagaimana rasanya tanpa lenganku melingkari, melilitmu?",Netral,"katakan padaku, bagaimana rasanya tanpa lenganku yang melingkarimu?"
"gatau lagi cara nahan agar bipolar gak kambuh, bipolar kadu gue kumat denger berita yang emg buat gue overhinking aja udah deh berasa tubuh bahaya (jikria, ""kumra gadak pihik lakuin aktivita ("" sedeh gasih? bangeud, capek banget",Negatif,"Gak tau gimana cara ngontrolnya biar bipolarku gak kambuh lagi, bipolarku kambuh lagi kalo denger berita yang bikin aku overthinking, udah berasa badanku bahaya banget (jikria, &quot;Kumra gak bisa ngapa-ngapain, sedeh gasih? capek banget, capek banget"
"ya tuhan mengapa ketika saya membutuhkan keluarga saya, dia selalu tidak ada di rumah, hanya ada ibu saya tetapi dia tidur, saya tidak ingin mengganggunya saat tidur tuhan kanker hati saya sakit lagi dan membuat saya mengalami kesulitan bernapas tuhan itu sangat menyakitkan karena obat saya bersama ayah saya",Negatif,"Ya Tuhan kenapa saat aku butuh keluargaku, mereka selalu tidak ada di rumah, hanya ada ibuku tapi dia sedang tidur, aku tidak ingin mengganggunya saat tidur Tuhan kanker hatiku sakit lagi dan membuatku kesulitan bernafas Tuhan sakit sekali karena obat yang kuminum bersama ayahku"
"ada2 aja org sinting, br ketumu sekali udah clingy abis, smp mau nyamperin ke rmh, smp ngancem bunuh diri, hadeh.",Negatif,"Ada aja orang gila, pas ketemu langsung manja banget, pengin bawa pulang, malah ngamuk bunuh diri, hadeh."
santuy ... # @ mabad rempoa,Netral,santai aja... #@mabad rempoa
"bahkan jika kamu mencintainya, kamu harus membiarkannya pergi",Negatif,"bahkan jika kamu mencintainya, kamu harus melepaskannya"
poster pengaruh narsis terhadap gaya bermain klub nasional. bisa diteliti sepertinya :slightly_smiling_face:,Netral,poster pengaruh narsistik pada gaya bermain klub nasional. bisa diteliti sepertinya :slightly_smiling_face:
tidak akan berbohong ... ini mungkin akan menjadi masalah ramping,Negatif,tidak akan berbohong... ini mungkin akan menjadi masalah yang sulit
untuk anda semua di seluruh dunia :folded_hands:,Netral,untuk kalian semua di seluruh dunia :folded_hands:
jd kepo lg semua tentang bencana nuklir chernobyl:grimacing_face:,Netral,Jadi saya penasaran lagi tentang bencana nuklir Chernobyl:grimacing_face:
senang sekali mendengar mariah carey oh holy night sekitar siang hari,Positif,"Senang sekali mendengar lagu Mariah Carey, Oh Holy Night sekitar tengah hari"
"semuanya sempurna bahkan burung cinta berpose di atap jerami dengan latar belakang telapak tangan mengatakannya begitu gili air, indonesia @ gili air island",Positif,"semuanya sempurna bahkan burung-burung cinta berpose di atap jerami dengan latar belakang pohon palem mengatakan itu adalah gili air, indonesia @ pulau gili air"
"otak lo mending tukeran sama hewan dulu bestie daripada ngang ngong ngang ngong, kalau punya penghasilan lebih y bangun konservasi di hutan, beli lahan warak, jagain tuh lahan biar kg dijadiin kbuniin kebahan kelapany lahan lahan buar kguniin kbuniin kbuniin kbunin keliin kebadiin t.co/24vo3dh8oe",Negatif,"Otakmu lebih baik jika berdagang dengan hewan terlebih dahulu, sahabat, daripada bermalas-malasan ngong ngang ngong ngang, kalau punya penghasilan lebih, bangunlah kawasan konservasi di hutan, belilah tanah warak, rawatlah tanah itu agar bisa dijadikan kebatin kebadiin kebadiin kebadiin t.co/ 24vo3dh8oe"
"anda diundang! :partying_face: halo fellows joh-fams! kami ingin mengundang anda untuk merayakan ulang tahun johnny bersama! jangan lupa memakai sabuk pengaman anda, karena kami akan segera berkeliling. #쟈니",Positif,"Anda diundang! :partying_face: Halo, teman-teman joh-fams! Kami ingin mengundang Anda untuk merayakan ulang tahun Johnny bersama kami! Jangan lupa kenakan sabuk pengaman, karena kami akan segera berkeliling. #쟈니"
masih pagi udh overhinking ajah.,Negatif,Masih pagi dan saya sudah berpikir berlebihan.
"hilang lee junho mengenakan jeans kurus dan gaya rambut yang hilang seperti ini ,, dan sejujurnya aku merindukanmu lee junho-ssi:face_with_hand_over_mouth::beaming_face_with_smiling_eyes:",Positif,"kangen lee junho pake skinny jeans dan kangen gaya rambut kayak gini,, dan jujur aja aku kangen kamu lee junho-ssi:face_with_hand_over_mouth::beaming_face_with_smiling_eyes:"
rak kosmetik ini bestie yuk klik link shopee :backhand_index_pointing_right: innalilllahi reza rahadian dustin sheila siswa efek rumah kaca ruhut p'tong selalu dengan jisoo dota anya haid filipina jam 10 yang htttps:sw.co.perssijaday jam 10 yang htttps:sw.co/perssijaday jam 10 yang htttps:sw.co/perssijaday jam 10 yang htttps:sw.co/perssijaday jam 10 yang htttps:sw.co/perssijaday jam 10 yang htttps:sw.co/persibaday jam 10 yang htttps:sw.co/persibaday jam 10 yang htttps:sw.co/persibaday jam 10 yang htttps:sw.co.persir1,Netral,"Rak kosmetik ini bestie, yuk klik link shopee: backhand_index_pointing_right: innalilllahi reza rahadian dustin sheila students greenhouse effect ruhut p&#39;tong always with jisoo dota anya menstrual philippines at 10 o&#39;clock which https://sw.co.perssijaday at 10 o&#39;clock which https://sw.co/perssijaday at 10 o&#39;clock which https://sw.co/perssijaday at 10 o&#39;clock which https://sw.co/perssijaday at 10 o&#39;clock which https://sw.co/perssijaday at 10 o&#39;clock which https://sw.co/persibaday pada jam 10 yang https://sw.co.persibaday"
