Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,texten,backtranslated_tweet
2464,Kate Hudson Stills Cries Thinking About Son Ryder Being In College: 'It's Hard To Even Talk About' - Access https://t.co/jWaWQgvz6n https://t.co/jIbtBLZOJr,Kate Hudson Stills Cries Thinking About Son Ryder Being in College: 'It's Hard to Even Talk About' - Access https://t.co/jwawqgvz6n https://t.co/jibtblzojr,Kate Hudson Stills menangis berpikir tentang Son Ryder yang berada di perguruan tinggi: 'Sulit bahkan untuk berbicara tentang' - akses https://t.co/jwawqgvz6n https://t.co/jibtblzojr,Netral,kate hudson stills cries thinking about son ryder being in college: 'it's hard to even talk about' - access,kate hudson masih menangis memikirkan tentang son ryder yang masih kuliah: 'bahkan sulit untuk dibicarakan' - akses,kate hudson still cries thinking about college-age son ryder: 'it's hard to even talk about' - access
2272,"Jangan sok sokan misterius bestie, inget kamu jelek. https://t.co/3q3lrD2lkq","Don't pretend to mysteriously bestie, remember you are ugly. https://t.co/3Q3LRD2LKQ","Jangan Sokan Situus Bestie, Inget Kamu Jelek. https://t.co/3q3lrd2lkq",Negatif,"jangan sok sokan misterius bestie, inget kamu jelek.","jangan sok sokan misterius bestie, inget kamu jelek.","Don't act mysterious bestie, remember you're ugly."
4894,Wish list that must be fulfilled within 5 years ahead : 1. Punya usaha cafe/rumah makan ☕🍜 2.Punya sanggar senam n gym khusus ciwik🧘🏽‍♀️🏋🏻‍♀️ 3. Punya anak 3 🤣 (Suami'y menyusul deh yee bestie rahasia ilahi soalnyahh) 4. Keliling pulau jawa minimal🚉 5. Pegi umroh lageee dongs✈️🕋,Wish list that must be fulfilled with 5 years ahead: 1. Have a cafe/restaurant business ☕🍜 2. The gymnastics n gym special gym ciwik🧘🏽‍♀️🏋🏻‍♀️ 3. Have a child 3 🤣 (husband'y follows Yee Bestie Divine Secret of the question) 4. Around the island of Java at least🚉 5. Pegi Umrah Lageee Dongs✈️🕋,Daftar keinginan yang harus dipenuhi dalam 5 tahun ke depan: 1. Punya usaha cafe/rumah coran ☕🍜 2.Punya Sanggar Senam N Gym Khusus Ciwik🧘🏽‍️🏋🏻‍️ 3. punya anak 3 🤣 (Suami'y Menyusul deh yee bestie Rahasia ilahi soalnyahh) 4. Keliling Pulau Jawa Minimal🚉 5. PEGI UMROH LAGEEE DONGS✈️🕋,Positif,wish list that must be fulfilled within 5 years ahead : 1. punya usaha cafe/rumah makan :hot_beverage::steaming_bowl: 2.punya sanggar senam n gym khusus ciwik:woman_in_lotus_position_medium_skin_tone::woman_lifting_weights_light_skin_tone: 3. punya anak 3 :rolling_on_the_floor_laughing: (suami'y menyusul deh yee bestie rahasia ilahi soalnyahh) 4. keliling pulau jawa minimal:station: 5. pegi umroh lageee dongs:airplane::kaaba:,wish list yang harus dipenuhi dalam 5 tahun ke depan : 1. punya usaha cafe/rumah makan :hot_beverage::steaming_bowl: 2.punya sanggar senam n gym khusus ciwik:woman_in_lotus_position_medium_skin_tone::woman_lifting_weights_light_skin_tone: 3. punya anak 3 :rolling_on_the_floor_laughing: (suami 'y menyusul deh yee bestie rahasia ilahi soalnyahh) 4. keliling pulau jawa minimal:stasiun: 5. pegi umroh lageee dongs:pesawat::ka'bah:,"wish list that must be fulfilled in the next 5 years: 1. have a cafe/restaurant business :hot_beverage::steaming_bowl: 2.have a gym and exercise studio specifically for girls:woman_in_lotus_position_medium_skin_tone::woman_lifting_weights_light_skin_tone: 3. have 3 children :rolling_on_the_floor_laughing: (husband 'Y'll catch up, yeah divine secret bestie, that's right) 4. go around the island of Java at least: station: 5. go on umrah lageee dong: plane:: kaaba:"
450,Apakah sopan buka SPT orang terus di spill ke twitter? ENGGA LAH!!,Is it polite to open like people continue to spill to Twitter? No !!,Apakah Sopan Buka Spt Orang Terus di Spill Ke Twitter? Engga Lah !!,Negatif,apakah sopan buka spt orang terus di spill ke twitter? engga lah!!,apakah sopan buka spt orang terus tumpah ke twitter? engga lah!!,Is it polite to open it like someone keeps spilling on Twitter? no way!!
2880,"Manusia-manusia mungkin sudah pada tertidur nyenyak gue masih overthinking aja sama masalah ""pekerjaan"".","Humans may have fallen asleep soundly I still overthinking with the problem of ""work"".","Manusia-Manusia Minjkin Suda Slah Pada Tertidat Nyenyak Gue Masih Overinking Aja Sama Masalah ""Pekerjaan"".",Negatif,"manusia-manusia mungkin sudah pada tertidur nyenyak gue masih overthinking aja sama masalah ""pekerjaan"".","manusia-manusia mungkin sudah tertidur nyenyak gue masih overthinking aja sama masalah ""pekerjaan"".","Humans are probably fast asleep, I'm still overthinking about ""work""."
923,"daripada bosen di kereta, coba spill ig-mu deh kita mutualan, cepet ya. msh 3 jam lagi nih","Instead of being bored on the train, try your IG spill, we are quality, hurry up. still 3 hours more","Daripada Bosen Di Kereta, Coba Spill Ig-Mu Deh Kita Mutualan, Cepet Ya. msh 3 jam lagi nih",Netral,"daripada bosen di kereta, coba spill ig-mu deh kita mutualan, cepet ya. msh 3 jam lagi nih","dari pada bosen di kereta, coba tumpah ig-mu deh kita mutualan, cepet ya. msh 3 jam lagi nih","Instead of getting bored on the train, try spilling your IG, let's get together, it's fast. It's still 3 hours left"
233,"A woman who is being treated in the patient's room inside the hospital, even smokes. Is that woman going to die quickly because while smoking cigarettes she suffers so much pain!?🚭☠️🏥 https://t.co/EzZLtcjcLi","A Woman Who is being treated in the Patient's Room Inside the Hospital, even smokes. Is that woman going to die Quickly because while smoking cigarettes she suffers so much pain!? 🚭☠️🏥 https://t.co/ezzltcjcli","Seorang wanita yang dirawat di kamar pasien di dalam rumah sakit, bahkan merokok. Apakah wanita itu akan mati dengan cepat karena saat merokok dia menderita sangat sakit !? 🚭☠️🏥 https://t.co/ezzltcjcli",Negatif,"a woman who is being treated in the patient's room inside the hospital, even smokes. is that woman going to die quickly because while smoking cigarettes she suffers so much pain!?:no_smoking::skull_and_crossbones::hospital:","seorang wanita yang dirawat di kamar pasien di dalam rumah sakit, malah merokok. apakah wanita itu akan cepat mati karena saat merokok dia sangat kesakitan!?:no_smoking::skull_and_crossbones::hospital:","a woman who was being treated in a patient's room in the hospital, even smoked. will that woman die quickly because when she smokes she is in so much pain!?:no_smoking::skull_and_crossbones::hospital:"
2674,Last day in 2020 And i feel so grateful coz i spend this precious year with @BTS_twt n ARMY all around the world I love you so much guys Thank you for accepting me 💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,Last day in 2020 And I feel so grateful coz i spend this precious year with @bts_twt n army all around the world I love you so much guys Thank you for Accepting Me 💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,Hari terakhir di tahun 2020 Dan saya merasa sangat bersyukur karena saya menghabiskan tahun yang berharga ini dengan @BTS_TWT N Army di seluruh dunia Aku sangat mencintaimu Terima kasih untuk menerimaku 💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,Positif,last day in 2020 and i feel so grateful coz i spend this precious year with n army all around the world i love you so much guys thank you for accepting me :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,hari terakhir di tahun 2020 dan aku merasa sangat bersyukur karena aku menghabiskan tahun yang berharga ini bersama n tentara di seluruh dunia aku sangat mencintaimu kawan terima kasih telah menerimaku :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart ::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:: purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,last day of 2020 and i feel so grateful because i spent this precious year with n soldiers all over the world i love you so much bro thank you for accepting me :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart ::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:: purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:
162,2020 ? January - February - Corona - Married - December Always be grateful even though there are many delays ✨,2020? January - February - Corona - Married - December Always Be Grateful even though there are many delays ✨,2020? Januari - Februari - Corona - menikah - Desember selalu bersyukur meskipun ada banyak penundaan ✨,Positif,2020 ? january - february - corona - married - december always be grateful even though there are many delays :sparkles:,2020? januari - februari - corona - menikah - desember selalu bersyukur meski banyak penundaan :sparkles:,2020? January - February - Corona - Marriage - December Always grateful even though there are many delays :sparkles:
4656,udah seneng dpt gladiator. tp stat awalnya healing bonus  moonton anjing,Already happy to get gladiator. but the initial stat was healing bonus  Moonton Dog,Udah Seneng DPT Gladiator. TP Stat Awalnya Bonus Penyembuhan  Moonton Anjing,Negatif,udah seneng dpt gladiator. tp stat awalnya healing bonus moonton anjing,udah seneng dpt gladiator. tp stat awalnya healing bonus moonton anjing,I'm already happy to get a gladiator. but the initial stat is healing bonus dog watching
4247,Suka Banget Overthinking :) di malem Hari,I really like overthinking :) at night,Suhet banget overinking :) di malem Hari,Negatif,suka banget overthinking :) di malem hari,suka banget overthinking :) di malem hari,I really like overthinking :) at night
4288,susah bgt percaya lg sama org yg udh bikin kecewa + trust issues gue gede bgt yaallah suudzon mulu sm org org😷,It's hard to believe it again with people who have made disappointed + Trust Issues I am really big,Susah Bgt Percaya Lg Sama Org Yg Udh Bikin Kecewa + Masalah Kepercayaan Gue Gede Bgt YaAllah SUUDZON MULU SM org org😷,Negatif,susah bgt percaya lg sama org yg udh bikin kecewa + trust issues gue gede bgt yaallah suudzon mulu sm org org:face_with_medical_mask:,susah bgt percaya lg sama org yg udh bikin kecewa + trust issue gue gede bgt yaallah suudzon mulu sm org org:face_with_medical_mask:,"It's really hard to trust people again who have disappointed you + my trust issues are really big, God bless you with people: face_with_medical_mask:"
2952,"mau tidur jd susah gegara ga angkat tlpon &amp; chat ""bantuin dong"" kan overthinking ini org kenapaa yak 🥲nangisss deh akuuu yawohh","want to sleep so it's hard to not lift the phone & amp; Chat ""Help Dong"" right? This overthinking is org why is it 🥲nangisss me yawohh","Mau Tidur JD Susah Gegara Ga Angkat Tlpon & amp; Mengobrol ""Bantuin Dong"" Kan yang terlalu banyak berpikir ini org Kenapaa yak 🥲nangisss deh akuuu yawohh",Negatif,"mau tidur jd susah gegara ga angkat tlpon &amp; chat ""bantuin dong"" kan overthinking ini org kenapaa yak :smiling_face_with_tear:nangisss deh akuuu yawohh","mau tidur jd susah gegara ga angkat tlpon &amp; chat ""bantuin dong"" kan overthinking ini org kenapaa yak :smiling_face_with_tear:nangisss deh akuuu yawohh","It's hard to go to sleep because I can't answer the phone &amp; chat ""help me"" I'm overthinking why this person is? :smiling_face_with_tear: I'm crying, yeah"
72,(Probably) Last sahoor me only with Batagor 🤣,(Probably) last sahoor me only with batagor 🤣,(Mungkin) Sahoor terakhir saya hanya dengan Batagor 🤣,Netral,(probably) last sahoor me only with batagor :rolling_on_the_floor_laughing:,(mungkin) sahur terakhir saya hanya dengan batagor :rolling_on_the_floor_laughing:,(probably) my last sahur is just with batagor :rolling_on_the_floor_laughing:
3433,"Overthinking memikirkan duit yg gk habis²..  Ya gimana gk habis, duit ge kadit ada ngehe","Overthinking thinks of money that doesn't run out ...  Yes, how does it not run out, there is a cadit money","Memikirkan Memikirkan Duit Yg GK Habis² ..  Ya Gimana GK Habis, Duit Ge Kadit Ada Ngehe",Negatif,"overthinking memikirkan duit yg gk habis².. ya gimana gk habis, duit ge kadit ada ngehe","overthinking memikirkan duit yg gk habis².. ya gimana gk habis, duit ge kadit ada ngehe","overthinking thinking about money that won't run out... well how can it not run out, ge Kadit's money is there ngehe"
4965,"Yang banyak dibilang orang ""bagus dari segi manapun..."" ya gatau kan kalo dibalik itu ternyata suka gaslighting?","What many people say ""is good in any aspect ..."" Yes, I don't know if behind it turns out to like gaslighting?","Yang Banyak Dibilang Orang ""Bagus Dari Segi Manapun ..."" Ya Gatau Kan Kalo Dibalik Itu Ternyata Suka Gaslighting?",Negatif,"yang banyak dibilang orang ""bagus dari segi manapun..."" ya gatau kan kalo dibalik itu ternyata suka gaslighting?","yang banyak disebut orang ""bagus dari segi manapun..."" ya gatau kan kalo dibalik itu ternyata suka gaslighting?","what many people say is ""good in every way..."", don't you know if behind that it turns out you like gaslighting?"
