cleaned_tweet,label,backtranslated_tweet
"pls lemme sing a song ""terlukaaa, tapi takk berdaraahhhh"" someone just tell me that its just break?!, i didn't want got my overthinking jjae. but take ur time bb, i'll support all ur conclusion:red_heart:",Positif,"Please sing the song ""terlukaaa, tapi takk berdaraahhhh"" somebody said saja that this is the only way to rest?!, i don't want to get JJ yang too thinking. but take time bb, i will support all your conclusions: red_heart:"
"self healing terbaik ""pang"" :)",Positif,"I'm not sure what the best ""pang"" is:)"
"staycation for 2 night,.",Netral,Stay for two nights.
amburadul bestie,Negatif,Ambrodul bestie
"astaghfirullah, pusing nyari thrifting uniqlo yang masih banyak pilihannya, nemu toko, eh ternyata follow aku ,yaelah jadi sia sia aku selama ini mencari, yang mau cari jaket zipper atau hoddie silahkan mampir btw gua ngga diendorse ya",Netral,"Astaghfirullah, put in anak perempuan yang hemat uang yang masih banyak pilihannya, nemu toko, eh ternyata mengikuti aku, yaelah jadi jadi jadi saya selama ini mencari, yang mau cari jaket zipper atau hoddie please stop by btw gua ngga diendorse ya"
when i'm around people too long i miss solitude. too long in solitude i miss people. the moments in between are magic; when i appreciate both as divine gifts,Positif,When I am in the middle of an orange too long I am in the middle of an orange too long I am in the middle of an orange too long
literally at this point everything ****,Negatif,Literally on this point it's all ****
somehow i wonder if i'm being too asympatic but i can't just hold it anymore,Negatif,I wonder if I'm too asympathetic but I can't hold it back anymore.
in the space of just over an hour this morning while i was waiting for the water well driller two people stopped and asked if the house was for sale - calo's,Netral,In less than an hour this morning I'm waiting for a sumur air transfer. Two people stop and ask if this house is for sale.
"365 to 365 thank you very much for everything that i have gone through in 2021 day after day, time after time, everything is going well, all challenges are passed with a smile. i hope that 2022 will be even better and all the plans that have been drawn up will go well:smiling_face_with_halo::smiling_face_with_halo:",Positif,"365 till 365 Thank you so much for everything I have done in the year 2021 day demi day, time demi time, everything is going well, all the challenges are going well with a smile."
maluuu banget **** sambil nangis dpn crush :smiling_face_with_tear:,Negatif,I'm not sure I'm going to make it.
self healing,Positif,the penembhan diri
sudahin kepo olshopnya mari ngedrakor bersamaku hiyaaaaaaa :grinning_face_with_big_eyes:,Netral,I'm not sure what I'm saying.
nonton berita kasus masalah video ga di tivi. sedihnya melihat kalau negara ini sudah mau 2021 masih ada orang sexist dan double standard. sedihnya lihat bapak2 (laki2) berusaha menekan arguman masa lampaunya.,Negatif,I'm sorry to see if the country is already in 2021 there are still many people who are sexist and standard double.
"kebiasaan sebelum tidur, overthinking!",Negatif,I'm not going to sleep.
"dan pulang diantar boy william wkakak, lowquality picture with my ex crush pas smp.",Positif,"Dan returned to his son-in-law William Wkakak, image quality low with the former I fell in love with after high school."
knp ya kalo liat campaign2 kitabisa gue suka overthinking saking kasian nya &amp; sedih bgt ga kebayang kl nasibnya ky mrk. makanya gue sk skip kl ada iklan2 ky gt. karna pening bgt kalo sehari liat 10 iklan kaya gt bs mewek seharian meratapi campaign krn gue gbs berbuat apa2 jg:loudly_crying_face:,Negatif,Why do you think I like to think too much of miserable new &amp; sad bgt ga kebayang kl nasibnya ky mrk makanya gue sk kl kl kl kl ada iklan2 ky gt karna pening bgt kalo sehari liat 10 iklan kaya gt bs gwek sehari meratapi kampanye krn gue gbs doing apa2 jg:
"be with someone who loves you, even when you're not the easiest to love.",Netral,"With someone who loves you, even when you're not easy to love."
main candy crush dari tk,Netral,main candy crush from tk
"semua org jg lelah lah bambang. yg kerja ya lelah takut ketularan. yg ga kerja jg ya lelah ga dapet duit. tp masa iya mau denial kalo mmg kenyataannya ga baik baik aja,:apalagi dgn mutasi virus baru ini? terus kpn mau beresnya? demen bgt sih nelen sugar-coating facts doang",Negatif,Everyone doesn't work for me. I don't want to work for you. I don't want to work for you. I don't want to work for you.
we need rain to make it even better,Positif,We need rain to make it better again
"honestly for me, robin van persie idk why. i've always been a cesc fan and nasri. like everyone who knows me - knows that. but persie leaving to utd. so much painful",Negatif,"I'm a fan of Cesc and Nasri, just like everyone else who knows me."
"breathing **** bag of pig feces thinks cruise ships are more important than human life, which is perfectly exemplary of a rich nerd",Negatif,"Bernapas **** tas kotoran babies think ship pesar is more important than human life, yang sangat contoh dari seorang nerd kaya"
chu fei even the sad face is pretty,Positif,Chu Fei even face is sadnya cantik
"farhan: ""nyiapin playlist dulu buat naik motor"" me: ""bisa-bisanya naik motor pake headset"" farhan: ""soalnya kalo ga pake lagu overthinking""",Negatif,"Farhan: ""Niapin playlist dulu buat naik motor"" me: ""bisa-bisanya naik motor pake headset"" Farhan: ""soalnya kalo ga pake lagu berpikir berlebihan"""
bapak e santuy:face_with_tears_of_joy:,Positif,The face with the air mata sukacita:
fotoku ratusan ribu di google drive. literally lu tau gak but i mean i mean ya robbal alamin.,Netral,"I don't know, but I mean, you robbed Alamin."
stress-work healing :person_getting_massage: . . . @ hotel santika premiere bandara palembang,Positif,"The first is the ""Penyembuhan stress-kerja: orang_mendapat_massage: . . . @ hotel santika premiere bandara palembang"
anti-feminist di korsel itu lebih ngeri dari fans kpop ya.,Negatif,Anti-feminist Korsel is worse than fans.
"kaya temen gue anjir, cowonya ngecrushin temen gue malah marah bestie nya smpe ga ngbrooll",Negatif,"I'm not a friend, I'm a friend, I'm not a friend, I'm not a friend, I'm not a friend, I'm not a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I'm a friend, I"
"aku. duku gasuka kl punya pacar ""berseragam"" krn mostly sosoan. tapi kemakan omongan sendiri, pacaran sama ipdn sampe nikah punya anak :grimacing_face: *the point is jgn benci, nnti ditakdirin kebalikannya",Netral,I'm not sure I'm going to be able to get a girlfriend. I'm not sure I'm going to get a girlfriend.
burnout anjing,Negatif,Burnout dogs
the real healing bener2:smiling_face_with_hearts:,Positif,I'm not sure what I'm saying.
"sejam yg lalu saya mndngar kata"" sprti ini dri manusia favorite sya di kampus,ia berkata: "" org yg sulit mlepaskan cinta prtamanya adalah mreka yg mmiliki anxiety (gngguan kecemasan), dmna mrka tkut tdak akan merasakan kenyamanan yg sma dngan org yg prnah ia cintai sebelumnya.""",Negatif,"A few hours ago I spoke with the saying ""This spirit is my favorite person on campus, I said: ""Orang yang sulit untuk melepaskan cinta pertama saya adalah saya yang memiliki kecemasan, saya tidak akan merasakan kenyamanan yang saya miliki orang yang saya cintai sebelumnya""."
waktu indonesia bagian overthinking.....,Negatif,I'm not sure what I'm thinking.
ada orang yg nanya sebenernya ngga care tp kepo ckck buanyakkk,Negatif,There are orang yangs asking about the truth.
literally me,Netral,I really am.
"""bil mama pngn mangga drmh mbah uti""oke, lsg pulang bawa sekardus, even encok penting mama seneng :OK_hand:",Positif,"""Bill mama pngn mangga drmh mbah uti"" Okay, lsg go back to bawa sekardus, even encok is important mama seneng:"
"decline of western civilization and the rise of eastern civilization asians everywhere are working and studying hard to develop the latest of the latest technological inventions while westerners are somewhat busy arguing about genders, pronouns, and ****.",Negatif,"The Western world is declining and the Eastern world is increasing in Asia, and the world is working and learning hard to develop the latest technologies while the Western world is busy debating gender, gender, and gender."
"lama gak overthinking, sekalinya dateng ini malah langsung di smack down sama overthinkingnya",Negatif,"Lama tidak terlalu berpikir, sekalinya percaya ini malah langsung memukul sama terlalu berpikirnya"
mendung bestie,Netral,the best of the best
"literally menurutku ini drama ga cuma romance2 doang. konfliknya cukup berat dan plotnya tuh seru banget, ada berbagai sudut pandang dg caranya sendiri2. misterinya makin lama makin dalem, asli seru bangetttt",Positif,"Literally I think this is a drama about only romance. The conflict is heavy enough and the plot is very interesting, there are different points of view about how I do it."
ini yg kumaksud... it's not even a bakpia :relieved_face:,Negatif,I mean... it's not even bakpia:
good morning to my lovely sweetie baby bestie,Netral,Good morning to my baby
"sunday morning :sun_behind_large_cloud: piknik atuh woy, gawe wae",Positif,"Sunday morning: sun_behind_large_cloud: picnic atuh woy, gawe wae"
"one day, yes not today, i will be greatly grateful for whatever broke me in the past. it strengthens me and shapes me into a better person, though it was painful to pass through. still, i'm thankful for what i have now.",Positif,"One day, yes no today, I will be so grateful for everything that destroyed me in the past. It helped me and made me a better person, even though it was painful to go through."
rindu ma fren. ingin staycation lagi :(,Negatif,I want to stay for a holiday again.
overthinking membunuhmu .....,Negatif,Thinking too much to kill you .....
healing dulu sbntar @ bojonegoro,Positif,I'm going to start with this @bojonegoro
"kalau lapar, tinggal makan. kalau ngantuk, tinggal tidur. kalau capek, istirahat. kalau bosan, coba healing. kalau gabut, ya, terserah lah mau ngapain,",Netral,"If you're hungry, just eat, if you're sleeping, just sleep, if you're tired, just rest, if you're tired, just try to do something."
yang kepo nama pemain badarawuhi. namanya aulia sarah. dia emang cantik bgtt:smiling_face_with_heart-eyes:,Positif,Yang Kepo nama pemain badarawuhi. I'm called Auliya Sarah. She is amazing.
spill dikit away day,Netral,I'm going to talk a little bit.
jangan lupa vote bestie,Netral,"Don't forget to choose, my friend"
"gawat... udh mulai pgn belanja, padahal kmrn2 males bgt beli2, story2 perjastipan ga pernah kubuka, skg udh mulai kepo lg :tired_face::tired_face::tired_face:",Negatif,"Gawat... I've started shopping, although I've never seen a book before, so I've started to buy it."
"i think i need a break, reached burnout point now",Negatif,"I need a break, reach the point of burnout now"
sw dibaca aja dah deg degan rasanya... ni jantung kaya habis triathlon... aiaiaiaiaiaa :grinning_face_with_sweat: sudah drey sudah.. drakornya dreyy marathin drakor ajaaa... nasib lagi fokus memperbaiki diri(flexing eaaa),Negatif,I have read it before and I have read it before... in my heart I have finished the triathlon... here I am.
gile sih ini vibenya kayak deg2an liat crush jaman kuliah dulu 10 tahun lalu cuy :smiling_face_with_tear:,Netral,I'm really excited to see you.
