emoji_en,label,backtranslated_tweet
i don't like the phrase 'yauda whatever you are'!,Negatif,I don't like the phrase 'yauda whatever you'!
"i want to sleep, pliss don't overthinking or nightmare",Negatif,"I want to sleep, please don't overthink or nightmares."
"h-2 eid holiday, can go home gasik. healing mode on: netfix until the call to prayer. thanks indihome now i can be satisfied with netfix at home, the bill is one per month. anti -complicated anyway.",Positif,"h-2 holiday eid, can go home gasic. healing mode at: netfix until call for prayer. thank you inocome now I can be satisfied with netfix at home, bills are a month. Anti - complicated anyway."
"i really clingy indeed, easy to miss. i don't miss bt like that, i miss the one who understands what he is. miss who only miss and can wait then if the person appears i stay ""huaaa kangennn !!!"" so.",Netral,"i'm really attached indeed, it's easy to miss. i don't miss being like that, i miss the person who understands what he is. miss that just can't wait then if people show up i live ""huaaa miss!!"" so."
"accompany he's healing people .. patience can get it, the pain is really getting",Negatif,"Stay with him. He heals people. Patience can get him, pain really gets him."
"humbling, humming, and tanging suddenly let alone when quiet while crying is a very deep healing and an extraordinary meeting is very much to ****.",Positif,"Humbly, humming, and Tanging all of a sudden, especially when quiet while crying is a very profound healing and an extraordinary meeting very much for the ****."
**** tham all derty people thay stink like trump never forget what he dd to america and around the world vote for a better america vote democratic all the way,Negatif,**** Tham everybody gross smells like truf never forgets what he dd to America and the rest of the world chooses to vote for a better American democratic voice along the way
wherever you go whatever you do i will be right here waiting for you whatever it takes or how my heart breaks i will be right here waiting for you,Positif,"Wherever you go, whatever you do, I'll be here waiting for you. Whatever it takes or how my heart breaks. I'll be here waiting for you."
my favorite wrestling theme song (a thread) by far the best theme i've ever heard his current theme song is not bad consider that he is from scotland so they put someone scottish touch on it. but i prefer this one. no double.,Positif,My favorite wrestling theme song so far is the best theme I've ever heard today. Not bad considering that he's from Scotland so they put someone Scottish touch on it. But I prefer this one.
"there is something new on youtube channel uciesucita curious right cusss kepo, in the full video yahh on youtube @ malang",Netral,"There's something new on Youtube's curious uciesucita channel really cussing kepo, in the Yahh video on Youtube @ Poor"
give whatever i have left to give,Netral,give whatever's left to give
"this morning's story and one message, do whatever make us happy without harming others and do it in a good and right way. #..... @ lamongan",Positif,"The story of this morning and one message, doing whatever makes us happy without harming others and doing it in a good and right way."
"me: preparing for gathering. wishing us all have good time, surrounded by good people and blessed in every step we take. you: staring at my pic while i am in shirtless. sharing is caring by the way ~",Positif,"I: prepare for a meeting. hope we all have a good time, surrounded by good people and blessed in every step we take. You: staring at my picture while I'm in a shirt. sharing is caring about the street ~"
"usually i'm not too interested and don't really like watching series because it is a long time and there are many episodes. but when trying to watch on really exciting it turns out! in fact, it's really the same as the next episode. watch guys!",Positif,"normally I'm not too interested and not really like watching the series because it's a long time and there's a lot of episodes. but when trying to watch on really interesting turns! in fact, it's really the same as the next episode. watch guys!"
really right ... if a girl already goes to the roots of the info it will be able to :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Positif,That's right... if a girl has gone to the root that info will be able to: face_with_ears_ofjoy: face_with_ears_joy:
"don't have any pulses hey, so that i am bored to try to find a way how to contact you. i will pour it here and in the book, and welcome. no one is my twitter",Negatif,"No pulse. Hey, so I'm tired of trying to find a way to contact you. I'll pour in here and in the book, and welcome."
"want narcissistic but just keep it here. thanks for not sleeping all day. spending 3 packs of cigarettes, 1 liter 3 bottles of mineral water, and 3 cups of coffee for this project edit. fortunately still alive:black_heart::black_heart::black_heart:",Positif,"want narcissistic but just keep it here. thank you for not sleeping all day. spend 3 packs of cigarettes, 1 litre 3 bottles of mineral water, and 3 cups of coffee for this project edit. luckily still alive: Black_heart: Black_heart:"
"i don't understand where the flow of life is going, i used to have a planning but now i just follow the flow of tired.",Negatif,"i don't understand where the flow of life would be, i used to have plans but now i'm just following the tired flow."
literally play all day with this child. report to the best .. how about you?,Netral,really play all day with this kid. report to the best.. how about you?
remove all your fatigue and fatigue with comfortable and pleasant staycation. determine your purpose now,Netral,Remove all your fatigue and fatigue in a comfortable and pleasant staycation. Determining your current destination
"listen to the world of tricks by kak yura yuniverse, the umpteenth time for me to be sad because i don't have someone to trust into that deep connection. yes, i just have myself for all the flavors that happen. dealing with anxiety and hurt for me it's really hard to believe in other people",Negatif,"Listening to the trick world by yura yuniverse oppa, the eleventh time for me to be sad because I don't have anyone to trust into a deep connection. Yes, I only have myself for all the feelings that happen. dealing with anxiety and pain for me it's really hard to believe in anyone else."
