tweet,label,backtranslated_tweet
"carat, sangat penting untuk terus menyebutkan #세븐틴 dalam tweet terkait aman anda. kami berada di 10 besar tetapi kami pasti bisa melakukan lebih baik dari ini hanya jika kami menyebutkannya secara konsisten dalam tweet kami. tolong anggap ini dengan serius!",Positif,"cara, sangat penting untuk terus menyebutkan #Purity dalam tweet aman-terkait Anda. kita berada di 10 atas tapi kita pasti bisa melakukan lebih baik dari ini hanya jika kita secara konsisten menyebutkan dalam tweet kami. Tolong serius!"
penyembuhan terbaik ku ​​adalah sendiri dulu:smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes:,Positif,Obat terbaik saya adalah sendiri pertama:
"mau ngingetin aja, itu yang udah siap-siap staycation di hotel, hati-hati ya ... banyak orang yang isoman tapi ga bilan-bilan dia konfirm. niatnya biar keluarga aman, tp gak peduli sekitar :pleading_face: | pokoke jaga prokes ojo kendor !!!",Negatif,"Aku ingin kau ingat, itu adalah orang yang bersiap-siap untuk tinggal di hotel, berhati-hatilah."
"benar. saya tidak begitu pintar tetapi entah bagaimana mereka kagum setiap kali saya menggunakan rumus rumit atau hanya shortcutsnin excel sederhana. ""itu caranya gimana?""",Positif,Aku tidak begitu pintar tapi entah bagaimana mereka kagum setiap kali saya menggunakan rumus rumit atau hanya shortcutsnin sederhana.
"oke, sekarang saya memiliki masalah kepercayaan untuk netizen twitter :).",Negatif,"Oke, sekarang saya memiliki masalah kepercayaan untuk Twitter netizen:)."
ini kapan jadiannya sih ini:loudly_crying_face::loudly_crying_face: gupi nya denial mulu dah,Netral,ini saat itu akan menjadi ini dengan suara keras wajah mulu jelas sekali menangis
bestie cape bhuanget,Negatif,bestie cape bhuanget
"2021 tidak ada lagi kecemasan & amp; panic attack plsss! bener2 hrs berhenti di 2020, bcs harganya sangat mahal. & amp; yang paling penting adalah ... ... tidak ada lagi yang mengharapkan orang karena itu menyakitkan :exploding_head:",Positif,"2021 tidak ada lagi kecemasan &amp; serangan panik plssss! benar-benar perlu berhenti pada 2020, bcs sangat mahal. &amp; yang paling penting adalah......... tidak ada yang mengharapkan siapa pun karena sakit: eksploding_head:"
ya allah knp dia buat aku terlalu memikirkan trs si:,Negatif,Kenapa dia membuatku berpikir banyak tentang TRs si:
"aip staycation daerah kota (glodok, mangga besar) nih kayaknya",Netral,"sebuah kota tinggal di pinggiran kota (gelombang, manusia besar pergi) disini sepertinya ada"
"toko ini merekomendasikan gaun bgt buat urusan, lengkap bgt:double_exclamation_mark: tukuk, utama, jalan2, model bagus2 nya banyak ... pantes banyak yg belii ... yu buran kaaa .. ak spill dsni:backhand_index_pointing_down:",Positif,"Toko ini merekomendasikan gaun bgt untuk bisnis, lengkap bgt:double_exclamation_mark: mat:backhand_index_pointing_down:"
"kepo ambek tweet pertama ku, tp males nyecroll :weary_face:",Negatif,"poduckmyfirst tweet,butmoesscroll:weary_face:"
"mengambil ini tempo hari. percaya pada apa yang mereka bangun & amp; ingin membeli kembali sebentar, pikir saya punya raja yang cukup solid!",Positif,"mengambil ini hari lain. percaya pada apa yang mereka membangun &amp; ingin membeli kembali untuk sementara waktu, pikir saya memiliki seorang raja yang cukup solid!"
mood swing banget anjjj :loudly_crying_face:,Negatif,The mood swing is so random:loudly_crying_face:
"itu bukan kesalahanmu. mungkin rn aku hanya membayar dosa ayah ma .. mungkin di masa lalu dia menyakiti ibu ma atau bahkan gurls lain .. idk:grinning_face_with_sweat: saya hanya meminta kepada tuhan bahwa suatu hari nanti, semoga putri/istri anda nvr merasa ini menyakitkan seperti cara (saya sakit) anda menyakiti saya. cukup padaku.",Negatif,Mungkin aku hanya membayar untuk dosa-dosa ayah.
pada titik ini .... tidak bisa menjadi lebih buruk kamala. kami kacau. kiri menikmati menjerumuskan as ke dalam idiokrasi penuh.,Negatif,pada titik ini..... tidak bisa mendapatkan yang lebih buruk Kamala kita kacau kiri menikmati terjun kartu As menjadi kebodohan penuh.
"kan, hari pertama 2021 udh overhinking gini, gimana sih katananya mau jadi lebih baik",Negatif,"Benar, hari pertama dari 2021 overhinking dengan cara ini, bagaimana Anda pikir itu akan menjadi lebih baik?"
longwiken udh jumat aja tp aku cm staycation dikosan. ga adil,Negatif,Ini tidak adil untuk tinggal di sini pada hari Jumat.
bahkan tidak ada kontes,Netral,Bahkan tidak ada kontes.
"mungkin hari ini saya hanya akan membuat orang -orang dengan mata laser ray dari pertukaran di seluruh dunia. bung, tolong google menerjemahkannya. ****.",Negatif,Mungkin hari ini aku hanya akan mendapatkan orang-orang dengan mata laser ray dari pertukaran di seluruh dunia.
perasaan tidak pernah masuk akal. mereka membuat anda semua bingung. kemudian mereka mengantar anda sekitar berjam -jam sebelum mereka mengantar anda kembali ke tempat anda mulai.,Negatif,"Perasaan tidak pernah masuk akal, mereka membingungkan kalian semua, lalu mereka mengantar kalian berjam-jam sebelum mereka mengantar kalian kembali ke tempat kalian mulai."
perbarui wl lebih pilih pola unveil terima kasih:folded_hands::purple_heart:,Positif,update wl lebih memilih pola pembukaan terima kasih:folded_hands:::purple_heart:
abis nonton di tbtb pngen trs trs mie sama bbqan:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Netral,Watch on tbtb pngen trs mie bbqan:face_with_hears_of_joy::face_with_hears_of_joy:
"hi cinta,,, anda kuat lebih dari apa yang anda ketahui ,,, mari kita tarik semua energi yang baik di sekitar anda dan buatlah penambah kekuatan anda untuk melewati masa sulit ini. yakin semua akan lulus ... :flexed_biceps::flexed_biceps::flexed_biceps::flexed_biceps::flexed_biceps:",Positif,"hi cinta, Anda lebih kuat dari apa yang Anda tahu, mari kita menarik semua energi yang baik di sekitar Anda dan menambahkan kekuatan Anda untuk waktu yang sulit ini. yakin semua akan berlalu...: flexed_bice::"
"bestie gak tahun baruan, lagi down semua :hot_face:",Negatif,"bestie tidak tahun baru, lagi turun semua:hot_face:"
"mangupi dulu disela2 aktivitas di pas kopi nya, pas hapuk gumbilinya, pas migorengnya @ bantef3",Positif,"mangupi digunakan untuk menjadi aktifitas pada kopi, pas phasuk gumbli, pada merekaimpire"
penyembuhan dari kenyataan dunia yang terdengar melengking.,Positif,Menyembuhkan diri dari kenyataan dunia yang terdengar berdecit.
“apakah kamu masih memikirkan saya ketika kamu bangun updo kamu masih melihatku ketika kamu menutup eyescause aku sepertinya tidak bisa mengeluarkanmu dari pikiranku kita tidak akan pernah jatuh cinta jika kamu bahkan tidak mencoba” marlo ernesto - tidak pernah menjadi,Negatif,Apa kau masih memikirkanku saat kau bangun? kau masih melihatku ketika kau menutup matamu. karena aku tidak bisa membuatmu keluar dari pikiranku.
"man, saya hanya merasa bahwa saya sudah kacau sebelum permainan bahkan mulai -_-",Negatif,"Man, aku hanya merasa bahwa saya telah kacau bahkan sebelum permainan dimulai -"
sebanyak banyaknya minum kopi jagi yang bikin gabris tidur mah terlalu berpikir,Negatif,sebanyak minum kopi jagi yang membuat Anda berpikir terlalu banyak.
secara harfiah saya di hari pertama saya :upside-down_face::upside-down_face::upside-down_face:,Netral,Aku benar-benar pada hari pertama saya: upside-downface:
"… sayang, ketika anda pergi dengan sadar saya sedang dicintai terus dan pada malam -malam hanya tampak begitu lama makanan yang tidak terasa bahwa gooddrink tidak melakukan apa yang seharusnya, ohthings merasa sangat salah, saat anda pergi",Negatif,"... sayang, ketika kau pergi tahu aku dicintai di dan pada malam hari itu hanya tampak begitu lama makanan yang tidak merasa bahwa minuman yang baik tidak melakukan apa yang seharusnya, ohthings merasa begitu salah, sementara kau pergi"
secara harfiah apa yang dilakukan sel yumi,Netral,Secara harfiah apa sel yumi tidak
bikin selalu bikin overfinking tiap hari,Negatif,Membuatnya overfinking setiap hari.
sehat selalu ya bestie:pensive_face::pleading_face::red_heart:/mengirim pelukan virtual,Positif,sehat selalu ya bestie:pensive_face::pleading_face::red_heart:/send pelukan virtual:
"baru kenal, basa basi yg ga bikin bendera merah apa contohnya?",Netral,aku baru saja bertemu dengannya pembicaraan yang tidak membuat bendera merah seperti apa?
2021 semoga gada yang terlalu banyak berpikir untuk malem :folded_hands_light_skin_tone:,Positif,2021 Mudah-mudahan terlalu banyak benih untuk memikirkan malam ini:folded_hands_light_skin_tone:
ginilah bestie tuntutan wanita yang menikahi pria 4tahun lebih muda dibawahnya.,Netral,Inilah tuntutan terbaik dari seorang wanita yang menikahi seorang pria empat tahun lebih muda darinya.
mas naksir buta ya di baca ya:kiss_mark:,Netral,buang air buta ya sudah ada: cium_mark:
"saya telah lelah untuk merasa tidak aman, tetapi sebenarnya dia akan menerima saya lebih banyak segalanya",Negatif,"Aku lelah merasa tidak aman, tapi sebenarnya dia akan menerima saya lebih banyak segalanya"
berfikir berlebihan? oh itu passion sah kak,Negatif,coba pikir lagi? oh itu pelanggaran hukum kakak
kisah manis ini membuatku terisak untuk sementara waktu :pleading_face:,Positif,Cerita manis ini membuat saya terisak untuk sementara: silakan:
"bengi ""terlalu banyak berpikir. alias ​​mikir seng gak jelas dan gak penting. dasar penyakit. :face_with_tears_of_joy:",Negatif,A.K.A.'s berpikir samar-samar dan tidak signifikan.
"perkakapan gabut penuh makna a: mengapa di kota probolinggo? b: banyak sejarahnya a: apalagi ****? b: wisata dan budaya a: penyembuhan dimana aku haruus? b: suroyo street, bestie",Netral,jelek artinya itu: kenapa melanggar aturan kota? b: banyak cerita sejarah: ada apa dengan sejarahnya sendiri? kapan? Tradisi dan budaya: menyembuhkan di mana aku harus pergi?
ini mas crush auto ilfeel deh keknya,Negatif,Ini perasaan hancur masalnya.
"kamar hotel adalah salah satu tempat terbaik untuk menemukan ketenangan. ""penyembuhan, staycation"" . . di hotel @ mercure jakarta gatot subroto",Positif,Kamar hotel adalah salah satu tempat terbaik untuk menemukan kedamaian.
temenny naksir bisa berenti ngechat gak sih? !!!!! benci bgt berharap sw dibalas crush malah dia yg muncul. plis aku mau nya temenmu. diem gak lo. bisa ga ditukar yaallah sedeh :(,Negatif,Temannya naksir wajahnya!!!!!! Benci berharap dia muncul.
"penyembuhan sehari sama orang asing ga tau satu sama lain, cerita sepuasnya, nangis, ketawa abis itu balik dan saling hilan .. munckin akan lebih baik.",Positif,"Obat sehari untuk orang asing tidak mengenal satu sama lain, cerita sepanjang waktu, tangisan, tawa kembali dan itu hilang mungkin akan lebih baik."
"dilaporkan dari goegle, yang merupakan bunga mayat dari di kecamatan bahorok :shamrock::smiling_face_with_heart-eyes::red_heart:",Netral,"dilaporkan dari goegle, yang merupakan bunga mayat dari deskripsi bahorok:shamrock::smiling_face_with_heart-eyes:red_heart:"
menghindari orang-orang beracun di tempat kerja adalah salah satu cara tuku,Positif,Menghindari orang - orang beracun di tempat kerja merupakan salah satu cara untuk memperlakukan mereka.
maafkan aku yang kebiasaan nunggu sampe overhinking dimakan sendiri :),Negatif,Saya minta maaf untuk menunggu sampai overhinking sendiri:)
"baik memiliki obrolan dengan mantan tentang kehidupan satu sama lain benar -benar menarik, entah bagaimana itu lucu tapi saya menyukainya",Positif,"baik memiliki percakapan dengan mantan tentang kehidupan masing-masing benar-benar menarik, entah bagaimana itu lucu tapi aku menyukainya"
"ya begitu lah aku, kaum yang terlalu banyak berpikir",Negatif,"Itulah aku, banyak orang berpikir."
apakah ini bahkan nyata? haha,Netral,Apa ini nyata?
"jajanan nyh msh siap ya bestie .. kripik balado, asli, keseju siap semu .. yu buat menehin toples boleh d order:smiling_face:",Netral,"Sale Nyh msh sudah siap ya bestie chips balado, asli, segera setelah siap kau bisa menjadi jar meehin dapat d order: smiling_face:"
"kepo abis liat drakor 2521, pgn masuk anggar. ternyata riau gokill anggarnyaaa?!?! ??? kelen latihan dimana plis",Netral,"kalau kamu lihat Drakor2521, akan masuk ke pagar. itu bisa digahi? a?! latihan terus-menerus di mana saja tolong"
"malaikat bernyanyi kami, terima kasih telah datang dan memberi kami waktu yang menyenangkan dan menyembuhkan dengan konser mini anda, suara anda adalah hadiah yang paling berharga. terima kasih telah membuat kami sangat bahagia, kami mencintaimu :white_heart::microphone: | terima kasih jungkook #정국 |",Positif,"Kami bernyanyi malaikat, terima kasih untuk datang dan memberi kami waktu yang menyenangkan dan penyembuhan dengan konser mini Anda, suara Anda adalah hadiah yang paling berharga."
"mobil pacar aku baru aja di serempet mobil indriver. padahal supir indrivernya udah minta maaf lohh ke cowoku, tapi ini perempuan satu yaitu penumpang indriver tsb kebanyakan gaya videovideo marah marah sampe telfon papanya nyuruh ajudanya (katananya) ke lokasi",Negatif,"mobil pacarku baru saja berada di belakang sebuah mobil supir meminta maaf kepada pacarku, tapi gadis ini adalah sopirnya sebagian besar gaya video marah sampai ayahnya memanggil ajudannya ke lokasi"
tolong..yang anak anjing ?? :face_holding_back_tears::face_holding_back_tears: kiyowo sekaliiiiiii #동해,Positif,tolong.. anak anjing muka memegang telinga: Kiyowoiiiii#
jam paling enak buat overninking pupup apalagi disambi.,Negatif,"Ini waktu terbaik untuk minum berlebihan, apalagi diambil."
"jujur 2020 tersedot kecuali untuk hal -hal yang diturunkan taylor ****. selamat tahun baru kalian semua, tetap aman dan sehat dan bahagia:red_heart::sparkles:",Positif,Jujur saja 2020 itu payah kecuali hal-hal yang diwariskan oleh Taylor.
kukira butuh penyembuhan ternyata butuh allah adalah segalanya :),Positif,Kurasa butuh obat penyembuh ternyata butuh Tuhan adalah segalanya.
tim ttp kepo krn ingin marah² adl sy:smiling_face:,Negatif,Tim Ttp untuk ingin marah adalah:smiling_face:
"cassie mbak mbak, mantanya bestie yang udah lama bubaran aja disarankan jangan diembat. ini buru berapa minggu udah satset waswes",Negatif,"Sissie, lama mantan sahabat dibubarkan disarankan. ini adalah terburu-buru berapa minggu telah satset waswes?"
buat overinking aku kyk mayat hidup,Negatif,Membuat saya overinking seperti zombie.
sebenarnya twentytwo dicks di lapangan ditambah ref,Netral,Sebenarnya dua puluh dua penis di lapangan ditambah ref
apakah ada karakter yang lebih menyenangkan dari luffy? saya bahkan tidak tahu. the king:crown:,Positif,Apa ada karakter yang lebih menyenangkan dari Luffy?
drii ku yg sering kepo smaa hp suami padahal gak ada2:face_with_tears_of_joy::face_with_hand_over_mouth:,Netral,Dari saya yang sering telepon suami ketika tidak ada: face_hears_of_joy: face_with_hand_over_mouth:
sama di sini..saya ditutup buku catatan saya untuk menghentikan pekerjaan saya. saya akan melanjutkan besok bahkan besok saya tidak akan bekerja sampai ke -3 may22 tetapi saya masih membuat beberapa sop untuk perusahaan yang saya kerjakan sekarang. tapi saya sangat marah sebelumnya di restoran yang saya kunjungi sebelumnya karena pria mabuk mengganggu saya+,Negatif,sama disini aku menutup buku catatanku untuk menghentikan pekerjaanku aku akan melanjutkan besok
"oh iya ya, waktu itu dgn pedenya gue blg ke pak wayan (hostel pemilik yg gue tempatin di sanur) kalo gue bakal balik lg di ulan november. gue buta ngejanjiin temen gue yg baru bgt buka cafe bakal ngunjungin cafe dia di bulan november. bendera merah bgt gue, tukang php :grinning_face_with_sweat:",Negatif,"Ngomong-ngomong, aku bilang pada manajer bahwa aku akan kembali ke New York."
bahkan tidak dimulai tetapi minggu apa yang telah menjadi :loudly_crying_face: dan itu tujuh minggu bukanlah waktu tengah semester yang biasa,Negatif,Bahkan belum dimulai.
memanifestasikan bigwin todayyyyy yey,Positif,menampilkan bigwin hari ini yeyy
kopdar & amp; bukber group retro santuy bersama yatim piatu 18 ramadhan 1442 h,Netral,kopdar & amp; grup bukber retro satuy bersama dengan anak yatim 18 ramadhan 1442 h
orang yang kenal sisi luarku pasti akan nilai ‘kamu tuh masih anak2 bgt kelakuananya’ sedangkan orang yang kenal aku dan udh pernah talk deep akan nemuin sisi yang beda. hehe lapi tetep jengkelin :face_with_tears_of_joy:,Negatif,"Kau hanya anak-anak, dan orang-orang yang mengenalku dan berbicara dalam akan menemukan sisi yang berbeda."
